end_type,primary_category,category,scheme,Benchmark,Riskometer-Scheme,Riskometer-Benchmark,Nav-Regular,Nav-Direct,Return-Regular,Return-Direct,Return-BenchMark,period-return-bench-direct,Daily AUM,regular_isin,direct_isin,data_plan_id
Close Ended,Debt,Gilt,Kotak Gilt Investment Provident Fund and Trust Plan,NIFTY All Duration G-Sec Index,Moderate,Moderate,95.3451|data-nav-reg=95.3451|data-prev-nav-reg=95.2559,107.8023|data-nav-dir=107.8023|data-prev-nav-dir=107.6925,8.49|data-1y=8.49|data-3y=6.02|data-5y=6.60|data-10y=7.26|data-sl=7.26,9.61|data-1y=9.61|data-3y=7.14|data-5y=7.72|data-10y=8.44|data-sl=8.35,10.47|data-1y=10.47|data-3y=6.97|data-5y=6.96|data-10y=7.56|data-sl=6.19,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.46,"4,442.72|data-order=4,442.72",,,1918
Close Ended,Debt,Gilt,LIC MF Gilt Fund,NIFTY All Duration G-Sec Index,Moderate,Moderate,57.6055|data-nav-reg=57.6055|data-prev-nav-reg=57.5550,63.2485|data-nav-dir=63.2485|data-prev-nav-dir=63.1892,8.95|data-1y=8.95|data-3y=5.50|data-5y=5.78|data-10y=6.80|data-sl=7.23,9.75|data-1y=9.75|data-3y=6.26|data-5y=6.57|data-10y=7.68|data-sl=7.62,10.47|data-1y=10.47|data-3y=6.97|data-5y=6.96|data-10y=7.56|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.46,101.48|data-order=101.48,INF767K01733,INF767K01EZ3,713
Close Ended,Debt,Gilt,LIC MF Gilt Fund - Provident Fund,NIFTY All Duration G-Sec Index,Moderate,Moderate,33.2709|data-nav-reg=33.2709|data-prev-nav-reg=33.2417,NA|data-nav-dir=NA|data-prev-nav-dir=NA,8.95|data-1y=8.95|data-3y=5.50|data-5y=5.78|data-10y=6.82|data-sl=5.88,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,10.47|data-1y=10.47|data-3y=6.97|data-5y=6.96|data-10y=7.56|data-sl=6.21,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,101.48|data-order=101.48,,,1988
Close Ended,Debt,Gilt,Nippon India Gilt Securities Fund,NIFTY All Duration G-Sec Index,Moderate,Moderate,36.7091|data-nav-reg=36.7091|data-prev-nav-reg=36.6686,41.2329|data-nav-dir=41.2329|data-prev-nav-dir=41.1847,9.24|data-1y=9.24|data-3y=5.94|data-5y=6.10|data-10y=7.73|data-sl=6.23,10.10|data-1y=10.10|data-3y=6.84|data-5y=7.05|data-10y=8.79|data-sl=9.15,10.47|data-1y=10.47|data-3y=6.97|data-5y=6.96|data-10y=7.56|data-sl=6.33,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.46,"2,141.85|data-order=2,141.85",INF204K01BX8,INF204K01XQ6,1775
Close Ended,Debt,Gilt,Nippon India Gilt Securities Fund✝,NIFTY All Duration G-Sec Index,Moderate,Moderate,37.2947|data-nav-reg=37.2947|data-prev-nav-reg=37.2536,NA|data-nav-dir=NA|data-prev-nav-dir=NA,9.22|data-1y=9.22|data-3y=6.01|data-5y=6.21|data-10y=7.84|data-sl=6.31,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,10.47|data-1y=10.47|data-3y=6.97|data-5y=6.96|data-10y=7.56|data-sl=6.33,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"2,141.85|data-order=2,141.85",,,1773
Close Ended,Debt,Gilt,Nippon India Gilt Securities PF,NIFTY All Duration G-Sec Index,Moderate,Moderate,30.7827|data-nav-reg=30.7827|data-prev-nav-reg=30.7487,41.2329|data-nav-dir=41.2329|data-prev-nav-dir=41.1847,9.25|data-1y=9.25|data-3y=5.94|data-5y=6.10|data-10y=7.73|data-sl=7.99,10.10|data-1y=10.10|data-3y=6.84|data-5y=7.05|data-10y=8.79|data-sl=9.15,10.47|data-1y=10.47|data-3y=6.97|data-5y=6.96|data-10y=7.56|data-sl=7.93,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.46,"2,141.85|data-order=2,141.85",,,19468
Close Ended,Debt,Gilt,PGIM India Gilt Fund,CRISIL Dynamic Gilt Index,Moderate,Moderate,29.1157|data-nav-reg=29.1157|data-prev-nav-reg=29.0909,31.3621|data-nav-dir=31.3621|data-prev-nav-dir=31.3329,9.27|data-1y=9.27|data-3y=5.79|data-5y=5.84|data-10y=6.90|data-sl=6.82,10.39|data-1y=10.39|data-3y=6.88|data-5y=6.92|data-10y=7.64|data-sl=7.82,10.33|data-1y=10.33|data-3y=6.74|data-5y=6.90|data-10y=7.56|data-sl=7.62,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.67,114.54|data-order=114.54,INF223J01AR4,INF223J01ND7,9603
Close Ended,Debt,Gilt,Quant Gilt Fund,CRISIL Dynamic Gilt Index,,Moderate,11.4463|data-nav-reg=11.4463|data-prev-nav-reg=11.4385,11.6602|data-nav-dir=11.6602|data-prev-nav-dir=11.6514,7.81|data-1y=7.81|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=6.82,8.79|data-1y=8.79|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.79,10.33|data-1y=10.33|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.60,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=8.60,123.00|data-order=123.00,INF966L01BI1,INF966L01BF7,42966
Close Ended,Debt,Gilt,SBI Magnum Gilt Fund,NIFTY All Duration G-Sec Index,Moderate,Moderate,63.5235|data-nav-reg=63.5235|data-prev-nav-reg=63.4461,67.1217|data-nav-dir=67.1217|data-prev-nav-dir=67.0373,9.21|data-1y=9.21|data-3y=6.91|data-5y=7.07|data-10y=8.08|data-sl=8.00,9.74|data-1y=9.74|data-3y=7.43|data-5y=7.58|data-10y=8.62|data-sl=9.24,10.47|data-1y=10.47|data-3y=6.97|data-5y=6.96|data-10y=7.56|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.46,"11,289.04|data-order=11,289.04",INF200K01AB4,INF200K01SH3,901
Close Ended,Debt,Gilt,SBI Magnum Gilt Fund - PF✝,NIFTY All Duration G-Sec Index,Moderate,Moderate,40.7806|data-nav-reg=40.7806|data-prev-nav-reg=40.7309,NA|data-nav-dir=NA|data-prev-nav-dir=NA,9.21|data-1y=9.21|data-3y=6.91|data-5y=7.07|data-10y=8.08|data-sl=6.88,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,10.47|data-1y=10.47|data-3y=6.97|data-5y=6.96|data-10y=7.56|data-sl=6.23,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"11,289.04|data-order=11,289.04",,,1940
Close Ended,Debt,Gilt,SBI Magnum Gilt Fund - PF Fixed 1 Year✝,NIFTY All Duration G-Sec Index,Moderate,Moderate,19.6260|data-nav-reg=19.6260|data-prev-nav-reg=19.6020,NA|data-nav-dir=NA|data-prev-nav-dir=NA,9.21|data-1y=9.21|data-3y=6.92|data-5y=7.07|data-10y=8.08|data-sl=6.45,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,10.47|data-1y=10.47|data-3y=6.97|data-5y=6.96|data-10y=7.56|data-sl=6.23,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"11,289.04|data-order=11,289.04",,,1943
Close Ended,Debt,Gilt,SBI Magnum Gilt Fund - PF Fixed 2 Years✝,NIFTY All Duration G-Sec Index,Moderate,Moderate,19.8603|data-nav-reg=19.8603|data-prev-nav-reg=19.8361,NA|data-nav-dir=NA|data-prev-nav-dir=NA,9.21|data-1y=9.21|data-3y=6.91|data-5y=7.07|data-10y=8.07|data-sl=6.47,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,10.47|data-1y=10.47|data-3y=6.97|data-5y=6.96|data-10y=7.56|data-sl=6.23,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"11,289.04|data-order=11,289.04",,,1945
Close Ended,Debt,Gilt,SBI Magnum Gilt Fund - PF Fixed 3 Years✝,NIFTY All Duration G-Sec Index,Moderate,Moderate,38.1024|data-nav-reg=38.1024|data-prev-nav-reg=38.0559,NA|data-nav-dir=NA|data-prev-nav-dir=NA,9.21|data-1y=9.21|data-3y=6.91|data-5y=7.07|data-10y=8.08|data-sl=6.54,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,10.47|data-1y=10.47|data-3y=6.97|data-5y=6.96|data-10y=7.56|data-sl=6.23,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"11,289.04|data-order=11,289.04",,,1946
Close Ended,Debt,Gilt,Tata GSF,CRISIL Dynamic Gilt Index AIII,Moderate,,74.9426|data-nav-reg=74.9426|data-prev-nav-reg=74.8546,83.4525|data-nav-dir=83.4525|data-prev-nav-dir=83.3465,8.68|data-1y=8.68|data-3y=6.14|data-5y=5.69|data-10y=6.50|data-sl=8.27,9.94|data-1y=9.94|data-3y=7.16|data-5y=6.63|data-10y=7.49|data-sl=8.09,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"1,113.17|data-order=1,113.17",,,652
Close Ended,Debt,Gilt,Tata GSF✝,CRISIL Dynamic Gilt Index AIII,Moderate,,34.1829|data-nav-reg=34.1829|data-prev-nav-reg=34.1426,NA|data-nav-dir=NA|data-prev-nav-dir=NA,8.69|data-1y=8.69|data-3y=6.17|data-5y=5.76|data-10y=6.53|data-sl=5.94,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"1,113.17|data-order=1,113.17",,,2047
Close Ended,Debt,Gilt,Tata GSF✝,CRISIL Dynamic Gilt Index AIII,Moderate,,34.1267|data-nav-reg=34.1267|data-prev-nav-reg=34.0865,NA|data-nav-dir=NA|data-prev-nav-dir=NA,8.69|data-1y=8.69|data-3y=6.17|data-5y=5.75|data-10y=6.52|data-sl=5.94,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"1,113.17|data-order=1,113.17",,,1880
Close Ended,Debt,Gilt,Union Gilt Fund,CRISIL Dynamic Gilt Index,,Moderate,11.7900|data-nav-reg=11.7900|data-prev-nav-reg=11.7773,11.9360|data-nav-dir=11.9360|data-prev-nav-dir=11.9227,9.02|data-1y=9.02|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.05,9.48|data-1y=9.48|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.60,10.33|data-1y=10.33|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.63,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=8.63,121.36|data-order=121.36,INF582M01IH1,INF582M01IA6,42323
Close Ended,Debt,Gilt,UTI Gilt Fund,CRISIL Dynamic Gilt Index,Moderate,Moderate,60.3904|data-nav-reg=60.3904|data-prev-nav-reg=60.3175,62.4420|data-nav-dir=62.4420|data-prev-nav-dir=62.3653,9.12|data-1y=9.12|data-3y=6.20|data-5y=6.16|data-10y=7.50|data-sl=8.14,9.40|data-1y=9.40|data-3y=6.48|data-5y=6.45|data-10y=7.79|data-sl=8.32,10.33|data-1y=10.33|data-3y=6.74|data-5y=6.90|data-10y=7.56|data-sl=7.62,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.67,646.00|data-order=646.00,INF789F01646,INF789F01TJ9,1167
Close Ended,Debt,Gilt,UTI Gilt Fund Discontinued - Provident Fund✝,CRISIL Dynamic Gilt Index,Moderate,Moderate,44.9022|data-nav-reg=44.9022|data-prev-nav-reg=44.8480,NA|data-nav-dir=NA|data-prev-nav-dir=NA,9.12|data-1y=9.12|data-3y=6.20|data-5y=6.16|data-10y=7.50|data-sl=7.31,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,10.33|data-1y=10.33|data-3y=6.74|data-5y=6.90|data-10y=7.56|data-sl=6.89,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,646.00|data-order=646.00,,,1865
Close Ended,Debt,Gilt with 10 year constant duration,Bandhan Government Securities Fund Constant Maturity Plan,CRISIL 10-Year Gilt,Moderate,Moderate,43.5174|data-nav-reg=43.5174|data-prev-nav-reg=43.4522,44.1970|data-nav-dir=44.1970|data-prev-nav-dir=44.1301,10.10|data-1y=10.10|data-3y=6.05|data-5y=6.48|data-10y=8.33|data-sl=6.65,10.34|data-1y=10.34|data-3y=6.24|data-5y=6.66|data-10y=8.49|data-sl=8.97,9.97|data-1y=9.97|data-3y=6.04|data-5y=5.62|data-10y=6.65|data-sl=6.52,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=6.56,359.93|data-order=359.93,,,1243
Close Ended,Debt,Gilt with 10 year constant duration,DSP 10Y G-Sec Fund,CRISIL 10-Year Gilt,Moderate,Moderate,20.8117|data-nav-reg=20.8117|data-prev-nav-reg=20.7779,21.3008|data-nav-dir=21.3008|data-prev-nav-dir=21.2659,9.33|data-1y=9.33|data-3y=5.68|data-5y=5.75|data-10y=6.97|data-sl=7.38,9.56|data-1y=9.56|data-3y=5.90|data-5y=5.97|data-10y=7.22|data-sl=7.63,9.97|data-1y=9.97|data-3y=6.04|data-5y=5.62|data-10y=6.65|data-sl=7.05,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.05,56.62|data-order=56.62,INF740K012I0,INF740K019I5,28171
Close Ended,Debt,Gilt with 10 year constant duration,ICICI Prudential Constant Maturity Gilt Fund,CRISIL 10-Year Gilt,Moderate,Moderate,23.4659|data-nav-reg=23.4659|data-prev-nav-reg=23.4288,23.9715|data-nav-dir=23.9715|data-prev-nav-dir=23.9332,9.57|data-1y=9.57|data-3y=6.17|data-5y=6.87|data-10y=8.16|data-sl=8.61,9.74|data-1y=9.74|data-3y=6.34|data-5y=7.04|data-10y=8.38|data-sl=8.84,9.97|data-1y=9.97|data-3y=6.04|data-5y=5.62|data-10y=6.65|data-sl=7.10,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.10,"2,474.93|data-order=2,474.93",INF109KA1N87,INF109KA1O78,27952
Close Ended,Debt,Gilt with 10 year constant duration,SBI Magnum Constant Maturity Fund,NIFTY 10 yr Benchmark G-Sec Index,Moderate,Moderate,60.7865|data-nav-reg=60.7865|data-prev-nav-reg=60.6976,63.1074|data-nav-dir=63.1074|data-prev-nav-dir=63.0134,9.55|data-1y=9.55|data-3y=6.09|data-5y=6.35|data-10y=8.11|data-sl=7.79,9.91|data-1y=9.91|data-3y=6.43|data-5y=6.69|data-10y=8.46|data-sl=8.86,9.93|data-1y=9.93|data-3y=6.09|data-5y=5.55|data-10y=6.55|data-sl=7.43,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=6.51,"1,772.30|data-order=1,772.30",INF200K01AN9,INF200K01SK7,899
Close Ended,Debt,Gilt with 10 year constant duration,UTI Gilt Fund with 10 year Constant Duration,CRISIL 10-Year Gilt,Moderate,Moderate,12.0266|data-nav-reg=12.0266|data-prev-nav-reg=12.0080,12.1699|data-nav-dir=12.1699|data-prev-nav-dir=12.1507,9.38|data-1y=9.38|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.87,9.91|data-1y=9.91|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.40,9.97|data-1y=9.97|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.03,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=8.03,167.66|data-order=167.66,INF789F1AVN6,INF789F1AVW7,42369
Close Ended,Hybrid,Aggressive Hybrid,Aditya Birla Sun Life Equity Hybrid '95 Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,"1,463.3700|data-nav-reg=1,463.3700|data-prev-nav-reg=1,481.2300","1,632.3000|data-nav-dir=1,632.3000|data-prev-nav-dir=1,652.1200",10.65|data-1y=14.48|data-3y=10.65|data-5y=13.95|data-10y=10.45|data-sl=18.30,11.52|data-1y=15.36|data-3y=11.52|data-5y=14.85|data-10y=11.48|data-sl=13.69,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=12.08|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.66,"7,525.24|data-order=7,525.24",,,511
Close Ended,Hybrid,Aggressive Hybrid,Axis Aggressive Hybrid Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,19.7800|data-nav-reg=19.7800|data-prev-nav-reg=20.0400,21.5600|data-nav-dir=21.5600|data-prev-nav-dir=21.8400,7.07|data-1y=14.52|data-3y=7.07|data-5y=12.23|data-10y=NA|data-sl=11.22,8.36|data-1y=15.76|data-3y=8.36|data-5y=13.68|data-10y=NA|data-sl=12.72,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=NA|data-sl=12.59,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.59,"1,573.83|data-order=1,573.83",INF846K01E90,INF846K01E25,37130
Close Ended,Hybrid,Aggressive Hybrid,Bandhan Hybrid Equity Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,24.9360|data-nav-reg=24.9360|data-prev-nav-reg=25.3470,27.9740|data-nav-dir=27.9740|data-prev-nav-dir=28.4330,12.45|data-1y=19.33|data-3y=12.45|data-5y=16.62|data-10y=NA|data-sl=12.06,13.91|data-1y=20.89|data-3y=13.91|data-5y=18.13|data-10y=NA|data-sl=13.68,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=NA|data-sl=13.56,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=13.56,822.13|data-order=822.13,INF194KA1U15,INF194KA1U56,33268
Close Ended,Hybrid,Aggressive Hybrid,Bank of India Mid & Small Cap Equity & Debt Fund,"NIFTY Mid Small Cap 400 TRI(70.00), CRISIL Short-Term Bond Index(30.00)",Very High,,38.4500|data-nav-reg=38.4500|data-prev-nav-reg=39.3700,41.6200|data-nav-dir=41.6200|data-prev-nav-dir=42.6100,16.23|data-1y=21.78|data-3y=16.23|data-5y=26.45|data-10y=NA|data-sl=17.23,17.48|data-1y=23.29|data-3y=17.48|data-5y=27.70|data-10y=NA|data-sl=18.33,17.37|data-1y=17.08|data-3y=17.37|data-5y=22.22|data-10y=NA|data-sl=15.96,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.96,"1,100.30|data-order=1,100.30",INF761K01DP9,INF761K01DM6,32607
Close Ended,Hybrid,Aggressive Hybrid,Baroda BNP Paribas Aggressive Hybrid Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,27.3060|data-nav-reg=27.3060|data-prev-nav-reg=27.7273,30.9548|data-nav-dir=30.9548|data-prev-nav-dir=31.4284,13.73|data-1y=18.05|data-3y=13.73|data-5y=16.21|data-10y=NA|data-sl=13.83,15.62|data-1y=19.98|data-3y=15.62|data-5y=18.15|data-10y=NA|data-sl=15.68,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=NA|data-sl=12.74,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.74,"1,180.83|data-order=1,180.83",INF251K01OY0,INF251K01PB5,33834
Close Ended,Hybrid,Aggressive Hybrid,Canara Robeco Equity Hybrid Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,344.4800|data-nav-reg=344.4800|data-prev-nav-reg=349.1700,387.3700|data-nav-dir=387.3700|data-prev-nav-dir=392.6100,11.24|data-1y=13.85|data-3y=11.24|data-5y=15.61|data-10y=12.37|data-sl=12.72,12.54|data-1y=15.14|data-3y=12.54|data-5y=16.97|data-10y=13.65|data-sl=15.02,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=12.08|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.66,"10,697.61|data-order=10,697.61",INF760K01050,INF760K01EZ8,75
Close Ended,Hybrid,Aggressive Hybrid,DSP Aggressive Hybrid Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,341.6940|data-nav-reg=341.6940|data-prev-nav-reg=346.2540,382.0590|data-nav-dir=382.0590|data-prev-nav-dir=387.1240,12.25|data-1y=16.99|data-3y=12.25|data-5y=16.14|data-10y=12.66|data-sl=14.77,13.42|data-1y=18.21|data-3y=13.42|data-5y=17.33|data-10y=13.80|data-sl=14.71,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=12.08|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.66,"10,317.09|data-order=10,317.09",INF740K01318,INF740K01NY4,610
Close Ended,Hybrid,Aggressive Hybrid,Edelweiss Aggressive Hybrid Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,61.2300|data-nav-reg=61.2300|data-prev-nav-reg=62.1100,69.9400|data-nav-dir=69.9400|data-prev-nav-dir=70.9400,16.07|data-1y=19.03|data-3y=16.07|data-5y=18.02|data-10y=12.58|data-sl=12.48,18.20|data-1y=21.02|data-3y=18.20|data-5y=20.14|data-10y=14.03|data-sl=15.09,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=12.08|data-sl=11.95,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.61,"2,369.10|data-order=2,369.10",INF754K01137,INF754K01CB6,10609
Close Ended,Hybrid,Aggressive Hybrid,Edelweiss Aggressive Hybrid Fund✝,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,60.5800|data-nav-reg=60.5800|data-prev-nav-reg=61.4500,NA|data-nav-dir=NA|data-prev-nav-dir=NA,16.17|data-1y=19.02|data-3y=16.17|data-5y=18.08|data-10y=12.63|data-sl=12.27,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=12.08|data-sl=11.88,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"2,369.10|data-order=2,369.10",,,10478
Close Ended,Hybrid,Aggressive Hybrid,Franklin India Equity Hybrid Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,263.7573|data-nav-reg=263.7573|data-prev-nav-reg=266.8309,299.7283|data-nav-dir=299.7283|data-prev-nav-dir=303.1942,14.01|data-1y=16.63|data-3y=14.01|data-5y=16.38|data-10y=11.93|data-sl=13.93,15.21|data-1y=17.85|data-3y=15.21|data-5y=17.58|data-10y=13.24|data-sl=15.12,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=12.08|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.66,"2,073.55|data-order=2,073.55",INF090I01817,INF090I01FZ1,692
Close Ended,Hybrid,Aggressive Hybrid,Groww Aggressive Hybrid Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,20.0276|data-nav-reg=20.0276|data-prev-nav-reg=20.2841,22.2272|data-nav-dir=22.2272|data-prev-nav-dir=22.5092,10.28|data-1y=10.62|data-3y=10.28|data-5y=12.80|data-10y=NA|data-sl=12.12,11.84|data-1y=12.24|data-3y=11.84|data-5y=14.67|data-10y=NA|data-sl=14.06,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=NA|data-sl=13.88,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=13.88,45.28|data-order=45.28,INF666M01FJ4,INF666M01FA3,38324
Close Ended,Hybrid,Aggressive Hybrid,HDFC Hybrid Equity Fund,NIFTY 50 Hybrid Composite Debt 65:35 Index,Very High,High,113.2690|data-nav-reg=113.2690|data-prev-nav-reg=114.7480,122.3740|data-nav-dir=122.3740|data-prev-nav-dir=123.9660,12.34|data-1y=11.67|data-3y=12.34|data-5y=15.61|data-10y=12.08|data-sl=15.38,13.07|data-1y=12.40|data-3y=13.07|data-5y=16.35|data-10y=13.01|data-sl=15.32,9.73|data-1y=9.81|data-3y=9.73|data-5y=13.22|data-10y=11.22|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.83,"23,751.13|data-order=23,751.13",INF179K01AS4,INF179K01XZ1,2668
Close Ended,Hybrid,Aggressive Hybrid,HSBC Aggressive Hybrid Fund,NIFTY 50 Hybrid Composite Debt 65:35 Index,Very High,High,55.0694|data-nav-reg=55.0694|data-prev-nav-reg=56.2247,62.2273|data-nav-dir=62.2273|data-prev-nav-dir=63.5274,12.83|data-1y=21.02|data-3y=12.83|data-5y=15.39|data-10y=11.90|data-sl=13.25,13.97|data-1y=22.29|data-3y=13.97|data-5y=16.57|data-10y=13.04|data-sl=15.01,9.73|data-1y=9.81|data-3y=9.73|data-5y=13.22|data-10y=11.22|data-sl=11.29,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.83,"5,658.57|data-order=5,658.57",INF917K01TW9,INF917K01TY5,12056
Close Ended,Hybrid,Aggressive Hybrid,ICICI Prudential Equity & Debt Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,364.4200|data-nav-reg=364.4200|data-prev-nav-reg=369.3000,403.0500|data-nav-dir=403.0500|data-prev-nav-dir=408.4300,18.20|data-1y=17.00|data-3y=18.20|data-5y=21.30|data-10y=15.12|data-sl=15.34,18.88|data-1y=17.70|data-3y=18.88|data-5y=21.97|data-10y=16.11|data-sl=17.74,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=12.08|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.66,"39,976.93|data-order=39,976.93",INF109KB1QK6,INF109KB1QM2,686
Close Ended,Hybrid,Aggressive Hybrid,Invesco India Aggressive Hybrid Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,22.5304|data-nav-reg=22.5304|data-prev-nav-reg=22.8718,24.9682|data-nav-dir=24.9682|data-prev-nav-dir=25.3433,14.88|data-1y=24.00|data-3y=14.88|data-5y=15.46|data-10y=NA|data-sl=13.25,16.75|data-1y=26.03|data-3y=16.75|data-5y=17.33|data-10y=NA|data-sl=15.05,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=NA|data-sl=13.24,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=13.24,598.73|data-order=598.73,INF205K011Q3,INF205K014Q7,36538
Close Ended,Hybrid,Aggressive Hybrid,JM Aggressive Hybrid Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,122.1632|data-nav-reg=122.1632|data-prev-nav-reg=124.3038,138.3802|data-nav-dir=138.3802|data-prev-nav-dir=140.7864,21.04|data-1y=21.94|data-3y=21.04|data-5y=24.22|data-10y=12.86|data-sl=12.82,22.66|data-1y=24.12|data-3y=22.66|data-5y=25.61|data-10y=13.99|data-sl=15.25,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=12.08|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.66,771.77|data-order=771.77,INF192K01GZ9,INF192K01HB8,106
