end_type,primary_category,category,scheme,Benchmark,Riskometer-Scheme,Riskometer-Benchmark,Nav-Regular,Nav-Direct,Return-Regular,Return-Direct,Return-BenchMark,period-return-bench-direct,Daily AUM
Open Ended,Equity,Large & Mid Cap,HSBC Large and Mid Cap Fund|data-plan_id=39454,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,28.6773|data-nav-reg=28.6773|data-prev-nav-reg=28.8956,31.1592|data-nav-dir=31.1592|data-prev-nav-dir=31.3954,22.02|data-1y=41.39|data-3y=21.07|data-5y=22.02|data-10y=NA|data-sl=20.12,23.06|data-1y=42.83|data-3y=22.54|data-5y=23.06|data-10y=NA|data-sl=21.86,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=NA|data-sl=19.71,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.71,"4,412.30^|data-order=4,412.30"
Open Ended,Equity,Large & Mid Cap,ICICI Prudential Large & Mid Cap Fund|data-plan_id=534,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,945.0400|data-nav-reg=945.0400|data-prev-nav-reg=943.2300,"1,050.9300|data-nav-dir=1,050.9300|data-prev-nav-dir=1,048.8900",23.07|data-1y=23.38|data-3y=20.93|data-5y=23.07|data-10y=14.76|data-sl=18.72,24.09|data-1y=24.51|data-3y=21.99|data-5y=24.09|data-10y=15.83|data-sl=17.28,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.17,"18,148.96^|data-order=18,148.96"
Open Ended,Equity,Large & Mid Cap,Invesco India Large & Mid Cap Fund|data-plan_id=5346,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,97.2900|data-nav-reg=97.2900|data-prev-nav-reg=97.6800,114.4700|data-nav-dir=114.4700|data-prev-nav-dir=114.9300,21.68|data-1y=39.60|data-3y=21.64|data-5y=21.68|data-10y=15.90|data-sl=13.95,23.20|data-1y=41.22|data-3y=23.14|data-5y=23.20|data-10y=17.56|data-sl=19.24,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=13.89,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.17,"6,830.84^|data-order=6,830.84"
Open Ended,Equity,Large & Mid Cap,Kotak Equity Opportunities Fund|data-plan_id=2360,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,336.5910|data-nav-reg=336.5910|data-prev-nav-reg=339.2460,384.2430|data-nav-dir=384.2430|data-prev-nav-dir=387.2630,21.07|data-1y=25.87|data-3y=19.59|data-5y=21.07|data-10y=15.52|data-sl=18.88,22.50|data-1y=27.27|data-3y=20.98|data-5y=22.50|data-10y=16.93|data-sl=18.28,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.17,"26,044.91|data-order=26,044.91"
Open Ended,Equity,Large & Mid Cap,LIC MF Large & Mid Cap Fund|data-plan_id=29414,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,39.7224|data-nav-reg=39.7224|data-prev-nav-reg=39.8270,45.3838|data-nav-dir=45.3838|data-prev-nav-dir=45.5018,19.63|data-1y=30.53|data-3y=16.83|data-5y=19.63|data-10y=NA|data-sl=15.01,21.41|data-1y=32.31|data-3y=18.42|data-5y=21.41|data-10y=NA|data-sl=16.57,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=NA|data-sl=15.64,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.64,"3,213.89^|data-order=3,213.89"
Open Ended,Equity,Large & Mid Cap,Mahindra Manulife Large & Mid Cap Fund|data-plan_id=40395,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,26.9240|data-nav-reg=26.9240|data-prev-nav-reg=27.1075,29.4327|data-nav-dir=29.4327|data-prev-nav-dir=29.6321,21.86|data-1y=17.76|data-3y=16.07|data-5y=21.86|data-10y=NA|data-sl=21.83,24.04|data-1y=19.61|data-3y=18.09|data-5y=24.04|data-10y=NA|data-sl=24.01,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=NA|data-sl=22.40,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=22.40,"2,603.41^|data-order=2,603.41"
Open Ended,Equity,Large & Mid Cap,Mirae Asset Large & Midcap Fund|data-plan_id=11213,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,145.9260|data-nav-reg=145.9260|data-prev-nav-reg=146.6920,163.4130|data-nav-dir=163.4130|data-prev-nav-dir=164.2670,20.15|data-1y=16.75|data-3y=13.53|data-5y=20.15|data-10y=17.86|data-sl=20.31,21.33|data-1y=17.85|data-3y=14.62|data-5y=21.33|data-10y=18.95|data-sl=22.68,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=14.84,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.17,"38,896.07^|data-order=38,896.07"
Open Ended,Equity,Large & Mid Cap,Motilal Oswal Large and Midcap Fund|data-plan_id=40336,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,35.0561|data-nav-reg=35.0561|data-prev-nav-reg=35.1849,38.0005|data-nav-dir=38.0005|data-prev-nav-dir=38.1389,26.62|data-1y=46.45|data-3y=26.82|data-5y=26.62|data-10y=NA|data-sl=27.17,28.58|data-1y=48.38|data-3y=28.62|data-5y=28.58|data-10y=NA|data-sl=29.15,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=NA|data-sl=22.90,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=22.90,"9,171.32^|data-order=9,171.32"
Open Ended,Equity,Large & Mid Cap,Navi Large & Midcap Fund|data-plan_id=31276,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,36.0697|data-nav-reg=36.0697|data-prev-nav-reg=36.1466,42.6970|data-nav-dir=42.6970|data-prev-nav-dir=42.7858,17.77|data-1y=19.00|data-3y=13.02|data-5y=17.77|data-10y=NA|data-sl=15.17,20.10|data-1y=21.30|data-3y=15.19|data-5y=20.10|data-10y=NA|data-sl=17.33,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=NA|data-sl=17.51,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.51,318.67^^^|data-order=318.67
Open Ended,Equity,Large & Mid Cap,Nippon India Vision Fund|data-plan_id=182,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,"1,448.6858|data-nav-reg=1,448.6858|data-prev-nav-reg=1,453.4696","1,552.5161|data-nav-dir=1,552.5161|data-prev-nav-dir=1,557.6203",21.49|data-1y=28.53|data-3y=20.22|data-5y=21.49|data-10y=12.73|data-sl=18.54,22.10|data-1y=29.18|data-3y=20.82|data-5y=22.10|data-10y=13.38|data-sl=15.60,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.17,"5,707.41^|data-order=5,707.41"
Open Ended,Equity,Large & Mid Cap,Quant Large and Mid Cap Fund|data-plan_id=4111,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,119.5701|data-nav-reg=119.5701|data-prev-nav-reg=119.1906,130.0057|data-nav-dir=130.0057|data-prev-nav-dir=129.5886,25.81|data-1y=19.86|data-3y=21.21|data-5y=25.81|data-10y=18.08|data-sl=14.72,27.46|data-1y=21.39|data-3y=23.09|data-5y=27.46|data-10y=18.95|data-sl=20.04,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=14.65,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.17,"3,639.27^^^|data-order=3,639.27"
Open Ended,Equity,Large & Mid Cap,Sundaram Large and Mid Cap Fund|data-plan_id=4152,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,85.9436|data-nav-reg=85.9436|data-prev-nav-reg=86.4732,96.1343|data-nav-dir=96.1343|data-prev-nav-dir=96.7239,19.98|data-1y=22.65|data-3y=14.70|data-5y=19.98|data-10y=15.12|data-sl=13.04,21.36|data-1y=23.99|data-3y=16.00|data-5y=21.36|data-10y=16.35|data-sl=16.52,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=14.44,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.12,"7,015.88^|data-order=7,015.88"
Open Ended,Equity,Large & Mid Cap,Tata Large & Mid Cap Fund|data-plan_id=102,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,518.8254|data-nav-reg=518.8254|data-prev-nav-reg=520.9443,587.9040|data-nav-dir=587.9040|data-prev-nav-dir=590.2869,18.62|data-1y=16.51|data-3y=16.29|data-5y=18.62|data-10y=13.64|data-sl=13.23,19.58|data-1y=17.81|data-3y=17.57|data-5y=19.58|data-10y=14.93|data-sl=17.01,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.17,"8,358.88^|data-order=8,358.88"
Open Ended,Equity,Large & Mid Cap,Union Large & Midcap Fund|data-plan_id=40383,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,25.8400|data-nav-reg=25.8400|data-prev-nav-reg=25.9800,27.4800|data-nav-dir=27.4800|data-prev-nav-dir=27.6300,20.67|data-1y=22.46|data-3y=13.86|data-5y=20.67|data-10y=NA|data-sl=20.54,22.14|data-1y=24.18|data-3y=15.43|data-5y=22.14|data-10y=NA|data-sl=22.01,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=NA|data-sl=22.68,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=22.68,877.32|data-order=877.32
Open Ended,Equity,Large & Mid Cap,UTI Large & Mid Cap Fund|data-plan_id=258,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,177.1424|data-nav-reg=177.1424|data-prev-nav-reg=178.2365,188.8242|data-nav-dir=188.8242|data-prev-nav-dir=189.9856,23.10|data-1y=28.40|data-3y=21.19|data-5y=23.10|data-10y=14.04|data-sl=14.01,23.90|data-1y=29.52|data-3y=22.09|data-5y=23.90|data-10y=14.71|data-sl=16.04,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.17,"4,213.59^|data-order=4,213.59"
Open Ended,Equity,Large & Mid Cap,WhiteOak Capital Large & Mid Cap Fund|data-plan_id=43931,BSE 250 Large MidCap Total Return Index,,Very High,12.9200|data-nav-reg=12.9200|data-prev-nav-reg=12.9970,13.1510|data-nav-dir=13.1510|data-prev-nav-dir=13.2300,--|data-1y=27.76|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=28.07,--|data-1y=29.96|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=30.28,--|data-1y=17.13|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=18.25,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=18.25,"1,605.97^|data-order=1,605.97"
Open Ended,Equity,Flexi Cap,,,,,,,,,,,
Open Ended,Equity,Flexi Cap,360 ONE FlexiCap Fund|data-plan_id=43545,BSE 500 Total Return Index,,Very High,15.2993|data-nav-reg=15.2993|data-prev-nav-reg=15.3292,15.6797|data-nav-dir=15.6797|data-prev-nav-dir=15.7096,--|data-1y=29.30|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=32.40,--|data-1y=31.50|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=34.56,--|data-1y=17.88|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=24.43,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=24.43,"1,356.95^|data-order=1,356.95"
Open Ended,Equity,Flexi Cap,Aditya Birla Sun Life Flexi Cap Fund|data-plan_id=561,NIFTY 500 Total Return Index,Very High,Very High,"1,726.3300|data-nav-reg=1,726.3300|data-prev-nav-reg=1,734.3900","1,921.1300|data-nav-dir=1,921.1300|data-prev-nav-dir=1,930.0500",17.62|data-1y=20.68|data-3y=13.92|data-5y=17.62|data-10y=13.91|data-sl=21.57,18.62|data-1y=21.66|data-3y=14.86|data-5y=18.62|data-10y=14.96|data-sl=17.37,19.16|data-1y=18.35|data-3y=15.45|data-5y=19.16|data-10y=13.94|data-sl=16.43,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.11,"22,589.07^|data-order=22,589.07"
Open Ended,Equity,Flexi Cap,Axis Flexi Cap Fund|data-plan_id=34709,NIFTY 500 Total Return Index,Very High,Very High,26.6500|data-nav-reg=26.6500|data-prev-nav-reg=26.7400,29.2700|data-nav-dir=29.2700|data-prev-nav-dir=29.3700,15.91|data-1y=25.83|data-3y=10.34|data-5y=15.91|data-10y=NA|data-sl=14.75,17.30|data-1y=27.15|data-3y=11.55|data-5y=17.30|data-10y=NA|data-sl=16.27,19.16|data-1y=18.35|data-3y=15.45|data-5y=19.16|data-10y=NA|data-sl=14.81,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.81,"13,150.66^|data-order=13,150.66"
Open Ended,Equity,Flexi Cap,Bajaj Finserv Flexi Cap Fund|data-plan_id=43651,BSE 500 Total Return Index,,Very High,14.1790|data-nav-reg=14.1790|data-prev-nav-reg=14.2690,14.4720|data-nav-dir=14.4720|data-prev-nav-dir=14.5640,--|data-1y=27.84|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=28.52,--|data-1y=29.83|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=30.42,--|data-1y=17.88|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=24.49,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=24.49,"4,127.10|data-order=4,127.10"
Open Ended,Equity,Flexi Cap,Bandhan Flexi Cap Fund|data-plan_id=2886,BSE 500 Total Return Index,Very High,Very High,200.3780|data-nav-reg=200.3780|data-prev-nav-reg=201.0960,218.2400|data-nav-dir=218.2400|data-prev-nav-dir=219.0170,15.72|data-1y=18.27|data-3y=12.24|data-5y=15.72|data-10y=11.33|data-sl=16.82,16.54|data-1y=19.12|data-3y=13.05|data-5y=16.54|data-10y=12.12|data-sl=15.03,19.22|data-1y=17.88|data-3y=15.38|data-5y=19.22|data-10y=14.04|data-sl=14.18,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.17,"7,318.26^|data-order=7,318.26"
Open Ended,Equity,Flexi Cap,Bank of India Flexi Cap Fund|data-plan_id=41016,BSE 500 Total Return Index,Very High,Very High,36.1300|data-nav-reg=36.1300|data-prev-nav-reg=36.1500,38.8100|data-nav-dir=38.8100|data-prev-nav-dir=38.8400,--|data-1y=30.95|data-3y=21.11|data-5y=NA|data-10y=NA|data-sl=32.89,--|data-1y=32.91|data-3y=22.95|data-5y=NA|data-10y=NA|data-sl=35.01,--|data-1y=17.88|data-3y=15.38|data-5y=NA|data-10y=NA|data-sl=25.66,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=25.66,"2,141.71^|data-order=2,141.71"
Open Ended,Equity,Flexi Cap,Baroda BNP Paribas Flexi Cap Fund|data-plan_id=42310,NIFTY 500 Total Return Index,,Very High,15.8245|data-nav-reg=15.8245|data-prev-nav-reg=15.8976,16.3936|data-nav-dir=16.3936|data-prev-nav-dir=16.4687,--|data-1y=24.08|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=21.23,--|data-1y=25.61|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=23.05,--|data-1y=18.35|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=18.78,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=18.78,"1,322.70^^|data-order=1,322.70"
Open Ended,Equity,Flexi Cap,Canara Robeco Flexi Cap Fund|data-plan_id=1839,BSE 500 Total Return Index,Very High,Very High,329.8400|data-nav-reg=329.8400|data-prev-nav-reg=332.2600,367.6300|data-nav-dir=367.6300|data-prev-nav-dir=370.3200,18.33|data-1y=19.92|data-3y=12.39|data-5y=18.33|data-10y=13.40|data-sl=17.82,19.84|data-1y=21.29|data-3y=13.78|data-5y=19.84|data-10y=14.52|data-sl=15.61,19.22|data-1y=17.88|data-3y=15.38|data-5y=19.22|data-10y=14.04|data-sl=16.72,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.11,"13,037.50^|data-order=13,037.50"
Open Ended,Equity,Flexi Cap,DSP Flexi Cap Fund|data-plan_id=393,NIFTY 500 Total Return Index,Very High,Very High,68.5800|data-nav-reg=68.5800|data-prev-nav-reg=68.6660,112.9680|data-nav-dir=112.9680|data-prev-nav-dir=113.1060,18.96|data-1y=21.11|data-3y=14.54|data-5y=18.96|data-10y=13.94|data-sl=19.25,20.23|data-1y=22.36|data-3y=15.76|data-5y=20.23|data-10y=14.96|data-sl=16.42,19.16|data-1y=18.35|data-3y=15.45|data-5y=19.16|data-10y=13.94|data-sl=15.00,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.11,"11,802.82^|data-order=11,802.82"
Open Ended,Equity,Flexi Cap,Edelweiss Flexi Cap Fund|data-plan_id=29261,NIFTY 500 Total Return Index,Very High,Very High,38.3880|data-nav-reg=38.3880|data-prev-nav-reg=38.6120,44.0430|data-nav-dir=44.0430|data-prev-nav-dir=44.2980,20.44|data-1y=28.11|data-3y=17.88|data-5y=20.44|data-10y=NA|data-sl=14.52,22.48|data-1y=30.11|data-3y=19.81|data-5y=22.48|data-10y=NA|data-sl=16.11,19.16|data-1y=18.35|data-3y=15.45|data-5y=19.16|data-10y=NA|data-sl=13.63,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=13.63,"2,510.57|data-order=2,510.57"
Open Ended,Equity,Flexi Cap,Franklin India Flexi Cap Fund|data-plan_id=116,NIFTY 500 Total Return Index,Very High,Very High,"1,630.9205|data-nav-reg=1,630.9205|data-prev-nav-reg=1,643.5694","1,807.9686|data-nav-dir=1,807.9686|data-prev-nav-dir=1,821.9517",22.28|data-1y=23.68|data-3y=18.72|data-5y=22.28|data-10y=14.41|data-sl=18.32,23.20|data-1y=24.62|data-3y=19.63|data-5y=23.20|data-10y=15.43|data-sl=17.76,19.16|data-1y=18.35|data-3y=15.45|data-5y=19.16|data-10y=13.94|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.11,"18,311.26^|data-order=18,311.26"
Open Ended,Equity,Flexi Cap,HDFC Flexi Cap Fund|data-plan_id=219,NIFTY 500 Total Return Index,Very High,Very High,"1,878.3720|data-nav-reg=1,878.3720|data-prev-nav-reg=1,891.4230","2,046.5250|data-nav-dir=2,046.5250|data-prev-nav-dir=2,060.7090",22.56|data-1y=24.97|data-3y=23.78|data-5y=22.56|data-10y=14.73|data-sl=19.05,23.34|data-1y=25.83|data-3y=24.61|data-5y=23.34|data-10y=15.56|data-sl=17.43,19.16|data-1y=18.35|data-3y=15.45|data-5y=19.16|data-10y=13.94|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.11,"67,558.55^|data-order=67,558.55"
Open Ended,Equity,Flexi Cap,Helios Flexi Cap Fund|data-plan_id=43837,NIFTY 500 Total Return Index,,Very High,14.3800|data-nav-reg=14.3800|data-prev-nav-reg=14.4700,14.6400|data-nav-dir=14.6400|data-prev-nav-dir=14.7300,--|data-1y=28.62|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=37.43,--|data-1y=30.60|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=39.60,--|data-1y=18.35|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=27.84,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=27.84,"2,636.84|data-order=2,636.84"
Open Ended,Equity,Flexi Cap,HSBC Flexi Cap Fund|data-plan_id=2072,NIFTY 500 Total Return Index,Very High,Very High,222.7541|data-nav-reg=222.7541|data-prev-nav-reg=224.0284,247.4364|data-nav-dir=247.4364|data-prev-nav-dir=248.8467,20.33|data-1y=30.85|data-3y=19.94|data-5y=20.33|data-10y=13.25|data-sl=16.07,21.26|data-1y=31.82|data-3y=20.95|data-5y=21.26|data-10y=14.07|data-sl=16.76,19.16|data-1y=18.35|data-3y=15.45|data-5y=19.16|data-10y=13.94|data-sl=15.49,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.11,"5,149.25^|data-order=5,149.25"
Open Ended,Equity,Flexi Cap,ICICI Prudential Flexicap Fund|data-plan_id=41523,BSE 500 Total Return Index,Very High,Very High,18.5500|data-nav-reg=18.5500|data-prev-nav-reg=18.5600,19.3700|data-nav-dir=19.3700|data-prev-nav-dir=19.3800,--|data-1y=25.42|data-3y=19.70|data-5y=NA|data-10y=NA|data-sl=19.48,--|data-1y=26.77|data-3y=21.14|data-5y=NA|data-10y=NA|data-sl=20.98,--|data-1y=17.88|data-3y=15.38|data-5y=NA|data-10y=NA|data-sl=16.60,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=16.60,"17,190.83^|data-order=17,190.83"
Open Ended,Equity,Flexi Cap,Invesco India Flexi Cap Fund|data-plan_id=42012,BSE 500 Total Return Index,Very High,Very High,19.1700|data-nav-reg=19.1700|data-prev-nav-reg=19.2400,20.0800|data-nav-dir=20.0800|data-prev-nav-dir=20.1600,--|data-1y=36.93|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=25.28,--|data-1y=38.96|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=27.31,--|data-1y=17.88|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=18.15,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=18.15,"2,634.98^|data-order=2,634.98"
Open Ended,Equity,Flexi Cap,ITI Flexi Cap Fund|data-plan_id=43118,NIFTY 500 Total Return Index,Very High,Very High,17.9853|data-nav-reg=17.9853|data-prev-nav-reg=18.0958,18.6107|data-nav-dir=18.6107|data-prev-nav-dir=18.7242,--|data-1y=26.94|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=36.66,--|data-1y=29.09|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=39.17,--|data-1y=18.35|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=25.84,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=25.84,"1,314.55^|data-order=1,314.55"
Open Ended,Equity,Flexi Cap,JM Flexicap Fund|data-plan_id=8653,BSE 500 Total Return Index,Very High,Very High,104.7872|data-nav-reg=104.7872|data-prev-nav-reg=105.6301,118.4167|data-nav-dir=118.4167|data-prev-nav-dir=119.3651,24.56|data-1y=34.65|data-3y=25.81|data-5y=24.56|data-10y=17.21|data-sl=15.51,25.80|data-1y=36.66|data-3y=27.24|data-5y=25.80|data-10y=18.51|data-sl=19.54,19.22|data-1y=17.88|data-3y=15.38|data-5y=19.22|data-10y=14.04|data-sl=14.06,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.17,"5,393.46^|data-order=5,393.46"
Open Ended,Equity,Flexi Cap,Kotak Flexicap Fund|data-plan_id=10594,NIFTY 500 Total Return Index,Very High,Very High,80.2380|data-nav-reg=80.2380|data-prev-nav-reg=80.8160,89.9830|data-nav-dir=89.9830|data-prev-nav-dir=90.6280,16.32|data-1y=18.60|data-3y=14.76|data-5y=16.32|data-10y=13.61|data-sl=14.56,17.41|data-1y=19.63|data-3y=15.79|data-5y=17.41|data-10y=14.75|data-sl=17.13,19.16|data-1y=18.35|data-3y=15.45|data-5y=19.16|data-10y=13.94|data-sl=13.39,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.11,"50,844.21|data-order=50,844.21"
Open Ended,Equity,Flexi Cap,LIC MF Flexi Cap Fund|data-plan_id=134,NIFTY 500 Total Return Index,Very High,Very High,102.2247|data-nav-reg=102.2247|data-prev-nav-reg=102.5670,112.0023|data-nav-dir=112.0023|data-prev-nav-dir=112.3742,16.62|data-1y=20.72|data-3y=13.85|data-5y=16.62|data-10y=10.85|data-sl=7.63,17.48|data-1y=21.85|data-3y=14.93|data-5y=17.48|data-10y=11.36|data-sl=12.37,19.16|data-1y=18.35|data-3y=15.45|data-5y=19.16|data-10y=13.94|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.11,"1,084.12^|data-order=1,084.12"
Open Ended,Equity,Flexi Cap,Mahindra Manulife Flexi Cap Fund|data-plan_id=41631,NIFTY 500 Total Return Index,Very High,Very High,15.7781|data-nav-reg=15.7781|data-prev-nav-reg=15.8659,16.8060|data-nav-dir=16.8060|data-prev-nav-dir=16.8988,--|data-1y=16.85|data-3y=15.14|data-5y=NA|data-10y=NA|data-sl=14.50,--|data-1y=18.84|data-3y=17.27|data-5y=NA|data-10y=NA|data-sl=16.67,--|data-1y=18.35|data-3y=15.45|data-5y=NA|data-10y=NA|data-sl=16.76,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=16.76,"1,468.17^|data-order=1,468.17"
Open Ended,Equity,Flexi Cap,Mirae Asset Flexi Cap Fund|data-plan_id=43132,NIFTY 500 Total Return Index,Very High,Very High,15.3680|data-nav-reg=15.3680|data-prev-nav-reg=15.4300,15.8050|data-nav-dir=15.8050|data-prev-nav-dir=15.8680,--|data-1y=19.53|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=25.98,--|data-1y=21.29|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=27.90,--|data-1y=18.35|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=27.85,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=27.85,"2,558.24^|data-order=2,558.24"
Open Ended,Equity,Flexi Cap,Motilal Oswal Flexi Cap Fund|data-plan_id=26123,NIFTY 500 Total Return Index,Very High,Very High,64.8995|data-nav-reg=64.8995|data-prev-nav-reg=65.2931,71.5907|data-nav-dir=71.5907|data-prev-nav-dir=72.0232,19.11|data-1y=48.04|data-3y=22.92|data-5y=19.11|data-10y=15.35|data-sl=19.11,20.16|data-1y=49.32|data-3y=23.97|data-5y=20.16|data-10y=16.39|data-sl=20.21,19.16|data-1y=18.35|data-3y=15.45|data-5y=19.16|data-10y=13.94|data-sl=15.82,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.82,"13,472.00^|data-order=13,472.00"
Open Ended,Equity,Flexi Cap,Navi Flexi Cap Fund|data-plan_id=36680,NIFTY 500 Total Return Index,Very High,Very High,22.8288|data-nav-reg=22.8288|data-prev-nav-reg=22.9148,25.9695|data-nav-dir=25.9695|data-prev-nav-dir=26.0660,15.21|data-1y=13.49|data-3y=11.56|data-5y=15.21|data-10y=NA|data-sl=13.56,17.44|data-1y=15.63|data-3y=13.70|data-5y=17.44|data-10y=NA|data-sl=15.83,19.16|data-1y=18.35|data-3y=15.45|data-5y=19.16|data-10y=NA|data-sl=16.01,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=16.01,260.37^^^|data-order=260.37
Open Ended,Equity,Flexi Cap,Nippon India Flexi Cap Fund|data-plan_id=41614,NIFTY 500 Total Return Index,Very High,Very High,16.7217|data-nav-reg=16.7217|data-prev-nav-reg=16.7617,17.5612|data-nav-dir=17.5612|data-prev-nav-dir=17.6026,--|data-1y=17.30|data-3y=15.12|data-5y=NA|data-10y=NA|data-sl=16.40,--|data-1y=18.84|data-3y=16.76|data-5y=NA|data-10y=NA|data-sl=18.09,--|data-1y=18.35|data-3y=15.45|data-5y=NA|data-10y=NA|data-sl=16.32,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=16.32,"8,778.89^|data-order=8,778.89"
