end_type,primary_category,category,scheme,Benchmark,Riskometer-Scheme,Riskometer-Benchmark,Nav-Regular,Nav-Direct,Return-Regular,Return-Direct,Return-BenchMark,period-return-bench-direct,Daily AUM
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,DSP Dynamic Asset Allocation Fund|data-plan_id=23436,CRISIL Hybrid 50+50 Moderate Index,Moderately High,High,26.4900|data-nav-reg=26.4900|data-prev-nav-reg=26.4750,30.1570|data-nav-dir=30.1570|data-prev-nav-dir=30.1380,9.80|data-1y=13.54|data-3y=9.80|data-5y=10.34|data-10y=8.86|data-sl=9.34,11.14|data-1y=14.92|data-3y=11.14|data-5y=11.81|data-10y=10.19|data-sl=10.64,10.61|data-1y=13.14|data-3y=10.61|data-5y=13.00|data-10y=11.11|data-sl=12.72,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.72,"3,223.34^|data-order=3,223.34"
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,Edelweiss Balanced Advantage Fund|data-plan_id=10607,NIFTY 50 Hybrid Composite debt 50:50 Index,Very High,High,49.7900|data-nav-reg=49.7900|data-prev-nav-reg=49.8700,56.2600|data-nav-dir=56.2600|data-prev-nav-dir=56.3500,11.20|data-1y=14.94|data-3y=11.20|data-5y=15.02|data-10y=10.77|data-sl=11.00,12.60|data-1y=16.29|data-3y=12.60|data-5y=16.56|data-10y=12.04|data-sl=13.24,9.37|data-1y=11.03|data-3y=9.37|data-5y=11.88|data-10y=10.41|data-sl=10.68,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.09,"12,572.94|data-order=12,572.94"
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,Franklin India Balanced Advantage Fund|data-plan_id=42453,NIFTY 50 Hybrid Composite debt 50:50 Index,High,High,14.0881|data-nav-reg=14.0881|data-prev-nav-reg=14.1219,14.6616|data-nav-dir=14.6616|data-prev-nav-dir=14.6962,--|data-1y=16.42|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=15.86,--|data-1y=18.21|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=17.86,--|data-1y=11.03|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=11.49,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.49,"2,510.28^|data-order=2,510.28"
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,HDFC Balanced Advantage Fund|data-plan_id=842,NIFTY 50 Hybrid Composite debt 50:50 Index,Very High,High,502.7280|data-nav-reg=502.7280|data-prev-nav-reg=504.0100,541.6590|data-nav-dir=541.6590|data-prev-nav-dir=543.0320,21.94|data-1y=17.36|data-3y=21.94|data-5y=19.85|data-10y=13.62|data-sl=18.40,22.72|data-1y=18.09|data-3y=22.72|data-5y=20.60|data-10y=14.50|data-sl=16.21,9.37|data-1y=11.03|data-3y=9.37|data-5y=11.88|data-10y=10.41|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.09,"96,570.52^|data-order=96,570.52"
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,HSBC Balanced Advantage Fund|data-plan_id=12058,NIFTY 50 Hybrid Composite debt 50:50 Index,High,High,43.2157|data-nav-reg=43.2157|data-prev-nav-reg=43.3492,49.7190|data-nav-dir=49.7190|data-prev-nav-dir=49.8707,11.60|data-1y=16.45|data-3y=11.60|data-5y=11.18|data-10y=8.30|data-sl=11.09,13.11|data-1y=18.03|data-3y=13.11|data-5y=12.68|data-10y=9.65|data-sl=12.50,9.37|data-1y=11.03|data-3y=9.37|data-5y=11.88|data-10y=10.41|data-sl=10.71,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.09,"1,544.82^|data-order=1,544.82"
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,ICICI Prudential Balanced Advantage Fund|data-plan_id=3906,CRISIL Hybrid 50+50 Moderate Index,Very High,High,70.0000|data-nav-reg=70.0000|data-prev-nav-reg=70.0400,77.8500|data-nav-dir=77.8500|data-prev-nav-dir=77.8900,12.46|data-1y=13.99|data-3y=12.46|data-5y=12.87|data-10y=10.98|data-sl=11.40,13.17|data-1y=14.69|data-3y=13.17|data-5y=13.58|data-10y=11.97|data-sl=13.29,10.61|data-1y=13.14|data-3y=10.61|data-5y=13.00|data-10y=11.11|data-sl=10.64,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.75,"61,191.24^|data-order=61,191.24"
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,Invesco India Balanced Advantage Fund|data-plan_id=5566,NIFTY 50 Hybrid Composite debt 50:50 Index,Very High,High,53.6800|data-nav-reg=53.6800|data-prev-nav-reg=53.8600,63.1700|data-nav-dir=63.1700|data-prev-nav-dir=63.3700,13.04|data-1y=17.56|data-3y=13.04|data-5y=12.24|data-10y=10.05|data-sl=10.22,14.57|data-1y=19.17|data-3y=14.57|data-5y=13.74|data-10y=11.62|data-sl=13.49,9.37|data-1y=11.03|data-3y=9.37|data-5y=11.88|data-10y=10.41|data-sl=9.86,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.09,957.66^|data-order=957.66
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,ITI Balanced Advantage Fund|data-plan_id=40423,NIFTY 50 Hybrid Composite debt 50:50 Index,Very High,High,14.2518|data-nav-reg=14.2518|data-prev-nav-reg=14.3432,15.7536|data-nav-dir=15.7536|data-prev-nav-dir=15.8539,8.93|data-1y=13.93|data-3y=8.93|data-5y=7.21|data-10y=NA|data-sl=7.32,11.00|data-1y=15.93|data-3y=11.00|data-5y=9.37|data-10y=NA|data-sl=9.49,9.37|data-1y=11.03|data-3y=9.37|data-5y=11.88|data-10y=NA|data-sl=11.94,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.94,392.89^|data-order=392.89
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,Kotak Balanced Advantage Fund|data-plan_id=37074,NIFTY 50 Hybrid Composite debt 50:50 Index,Very High,High,20.0200|data-nav-reg=20.0200|data-prev-nav-reg=20.0980,21.5930|data-nav-dir=21.5930|data-prev-nav-dir=21.6760,11.36|data-1y=15.64|data-3y=11.36|data-5y=12.13|data-10y=NA|data-sl=11.41,12.69|data-1y=16.98|data-3y=12.69|data-5y=13.50|data-10y=NA|data-sl=12.73,9.37|data-1y=11.03|data-3y=9.37|data-5y=11.88|data-10y=NA|data-sl=11.22,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.22,"17,076.54|data-order=17,076.54"
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,LIC MF Balanced Advantage Fund|data-plan_id=41808,NIFTY 50 Hybrid Composite debt 50:50 Index,Very High,High,13.4174|data-nav-reg=13.4174|data-prev-nav-reg=13.4537,14.1616|data-nav-dir=14.1616|data-prev-nav-dir=14.1993,10.28|data-1y=13.69|data-3y=10.28|data-5y=NA|data-10y=NA|data-sl=9.80,12.17|data-1y=15.55|data-3y=12.17|data-5y=NA|data-10y=NA|data-sl=11.70,9.37|data-1y=11.03|data-3y=9.37|data-5y=NA|data-10y=NA|data-sl=8.54,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=8.54,802.83^|data-order=802.83
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,Mahindra Manulife Balanced Advantage Fund|data-plan_id=41919,NIFTY 50 Hybrid Composite debt 50:50 Index,Very High,High,14.1783|data-nav-reg=14.1783|data-prev-nav-reg=14.2395,14.9710|data-nav-dir=14.9710|data-prev-nav-dir=15.0350,12.30|data-1y=14.86|data-3y=12.30|data-5y=NA|data-10y=NA|data-sl=12.28,14.34|data-1y=16.84|data-3y=14.34|data-5y=NA|data-10y=NA|data-sl=14.33,9.37|data-1y=11.03|data-3y=9.37|data-5y=NA|data-10y=NA|data-sl=9.77,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=9.77,917.91^|data-order=917.91
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,Mirae Asset Balanced Advantage Fund|data-plan_id=42306,NIFTY 50 Hybrid Composite debt 50:50 Index,Moderately High,High,13.5230|data-nav-reg=13.5230|data-prev-nav-reg=13.5510,13.9910|data-nav-dir=13.9910|data-prev-nav-dir=14.0200,--|data-1y=12.23|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=13.40,--|data-1y=13.81|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=15.02,--|data-1y=11.03|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=11.37,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.37,"1,797.81^|data-order=1,797.81"
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,Motilal Oswal Balance Advantage Fund|data-plan_id=32930,CRISIL Hybrid 50+50 Moderate Index,Very High,High,20.9131|data-nav-reg=20.9131|data-prev-nav-reg=20.9295,23.0696|data-nav-dir=23.0696|data-prev-nav-dir=23.0869,10.36|data-1y=9.92|data-3y=10.36|data-5y=9.66|data-10y=NA|data-sl=9.33,11.74|data-1y=11.31|data-3y=11.74|data-5y=11.04|data-10y=NA|data-sl=10.63,10.61|data-1y=13.14|data-3y=10.61|data-5y=13.00|data-10y=NA|data-sl=11.60,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.60,"1,124.20^|data-order=1,124.20"
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,Nippon India Balanced Advantage Fund|data-plan_id=2510,CRISIL Hybrid 50+50 Moderate Index,Very High,High,170.7573|data-nav-reg=170.7573|data-prev-nav-reg=171.0840,192.1912|data-nav-dir=192.1912|data-prev-nav-dir=192.5527,11.88|data-1y=14.38|data-3y=11.88|data-5y=12.50|data-10y=10.11|data-sl=15.12,13.29|data-1y=15.75|data-3y=13.29|data-5y=14.00|data-10y=11.29|data-sl=12.73,10.61|data-1y=13.14|data-3y=10.61|data-5y=13.00|data-10y=11.11|data-sl=11.89,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.75,"8,912.96^|data-order=8,912.96"
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,NJ Balanced Advantage Fund|data-plan_id=41746,NIFTY 50 Hybrid Composite debt 50:50 Index,Very High,High,13.5300|data-nav-reg=13.5300|data-prev-nav-reg=13.5900,14.1000|data-nav-dir=14.1000|data-prev-nav-dir=14.1700,10.56|data-1y=10.81|data-3y=10.56|data-5y=NA|data-10y=NA|data-sl=9.96,11.97|data-1y=12.17|data-3y=11.97|data-5y=NA|data-10y=NA|data-sl=11.40,9.37|data-1y=11.03|data-3y=9.37|data-5y=NA|data-10y=NA|data-sl=8.91,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=8.91,"3,977.88^|data-order=3,977.88"
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,PGIM India Balanced Advantage Fund|data-plan_id=41261,CRISIL Hybrid 50+50 Moderate Index,Very High,High,14.7600|data-nav-reg=14.7600|data-prev-nav-reg=14.8300,15.8100|data-nav-dir=15.8100|data-prev-nav-dir=15.8800,8.89|data-1y=11.73|data-3y=8.89|data-5y=NA|data-10y=NA|data-sl=10.46,10.80|data-1y=13.66|data-3y=10.80|data-5y=NA|data-10y=NA|data-sl=12.41,10.61|data-1y=13.14|data-3y=10.61|data-5y=NA|data-10y=NA|data-sl=11.56,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.56,"1,018.35^|data-order=1,018.35"
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,Quant Dynamic Asset Allocation Fund|data-plan_id=43469,NIFTY 50 Hybrid Composite debt 50:50 Index,Very High,High,16.3048|data-nav-reg=16.3048|data-prev-nav-reg=16.2762,16.7508|data-nav-dir=16.7508|data-prev-nav-dir=16.7208,--|data-1y=21.48|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=32.62,--|data-1y=23.30|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=34.71,--|data-1y=11.03|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=14.13,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.13,"1,305.97^^^|data-order=1,305.97"
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,Shriram Balanced Advantage Fund|data-plan_id=40001,NIFTY 50 Hybrid Composite debt 50:50 Index,Very High,High,17.3878|data-nav-reg=17.3878|data-prev-nav-reg=17.5109,19.2819|data-nav-dir=19.2819|data-prev-nav-dir=19.4174,10.06|data-1y=9.61|data-3y=10.06|data-5y=10.75|data-10y=NA|data-sl=10.57,12.08|data-1y=11.63|data-3y=12.08|data-5y=12.82|data-10y=NA|data-sl=12.67,9.37|data-1y=11.03|data-3y=9.37|data-5y=11.88|data-10y=NA|data-sl=11.60,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.60,64.18^^^^^^|data-order=64.18
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,Sundaram Balanced Advantage Fund|data-plan_id=11824,NIFTY 50 Hybrid Composite debt 50:50 Index,High,High,34.5092|data-nav-reg=34.5092|data-prev-nav-reg=34.6702,40.1715|data-nav-dir=40.1715|data-prev-nav-dir=40.3574,10.77|data-1y=13.89|data-3y=10.77|data-5y=13.85|data-10y=9.30|data-sl=9.21,12.45|data-1y=15.54|data-3y=12.45|data-5y=15.70|data-10y=10.86|data-sl=10.88,9.37|data-1y=11.03|data-3y=9.37|data-5y=11.88|data-10y=10.41|data-sl=10.21,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.09,"1,551.24^|data-order=1,551.24"
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,Tata Balanced Advantage Fund|data-plan_id=38705,CRISIL Hybrid 50+50 Moderate Index,High,High,19.9637|data-nav-reg=19.9637|data-prev-nav-reg=20.0239,21.9589|data-nav-dir=21.9589|data-prev-nav-dir=22.0243,10.97|data-1y=11.56|data-3y=10.97|data-5y=12.97|data-10y=NA|data-sl=12.35,12.59|data-1y=13.08|data-3y=12.59|data-5y=14.74|data-10y=NA|data-sl=14.17,10.61|data-1y=13.14|data-3y=10.61|data-5y=13.00|data-10y=NA|data-sl=13.13,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=13.13,"10,306.65^|data-order=10,306.65"
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,Union Balanced Advantage Fund|data-plan_id=34860,NIFTY 50 Hybrid Composite debt 50:50 Index,Very High,High,19.7000|data-nav-reg=19.7000|data-prev-nav-reg=19.7600,21.0900|data-nav-dir=21.0900|data-prev-nav-dir=21.1600,9.33|data-1y=11.36|data-3y=9.33|data-5y=11.82|data-10y=NA|data-sl=10.14,10.66|data-1y=12.60|data-3y=10.66|data-5y=13.04|data-10y=NA|data-sl=11.22,9.37|data-1y=11.03|data-3y=9.37|data-5y=11.88|data-10y=NA|data-sl=11.04,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.04,"1,439.68|data-order=1,439.68"
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,UTI Balanced Advantage Fund|data-plan_id=43664,NIFTY 50 Hybrid Composite debt 50:50 Index,Very High,High,12.1084|data-nav-reg=12.1084|data-prev-nav-reg=12.1550,12.3555|data-nav-dir=12.3555|data-prev-nav-dir=12.4026,--|data-1y=12.44|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=14.61,--|data-1y=14.07|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=16.28,--|data-1y=11.03|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=12.61,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.61,"2,995.99^|data-order=2,995.99"
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,UTI Unit Linked Insurance Plan Fund|data-plan_id=222,NIFTY 50 Hybrid Composite debt 50:50 Index,High,High,40.6860|data-nav-reg=40.6860|data-prev-nav-reg=40.7261,43.8556|data-nav-dir=43.8556|data-prev-nav-dir=43.8980,6.88|data-1y=13.02|data-3y=6.88|data-5y=9.84|data-10y=8.10|data-sl=9.15,7.67|data-1y=13.82|data-3y=7.67|data-5y=10.66|data-10y=8.81|data-sl=9.48,9.37|data-1y=11.03|data-3y=9.37|data-5y=11.88|data-10y=10.41|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.09,"5,480.57^|data-order=5,480.57"
Open Ended,Hybrid,Dynamic Asset Allocation or Balanced Advantage,WhiteOak Capital Balanced Advantage Fund|data-plan_id=43007,CRISIL Hybrid 50+50 Moderate Index,,High,13.8430|data-nav-reg=13.8430|data-prev-nav-reg=13.8890,14.2820|data-nav-dir=14.2820|data-prev-nav-dir=14.3280,--|data-1y=18.24|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=18.68,--|data-1y=20.18|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=20.65,--|data-1y=13.14|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=15.83,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.83,"1,352.60^|data-order=1,352.60"
Close Ended,Equity,Large Cap,,,,,,,,,,,
Close Ended,Equity,Large Cap,Aditya Birla Sun Life Frontline Equity Fund|data-plan_id=1400,NIFTY 100 Total Return Index,Very High,Very High,508.3000|data-nav-reg=508.3000|data-prev-nav-reg=511.0800,559.7200|data-nav-dir=559.7200|data-prev-nav-dir=562.7700,16.75|data-1y=18.08|data-3y=13.83|data-5y=16.75|data-10y=12.30|data-sl=19.21,17.53|data-1y=18.87|data-3y=14.60|data-5y=17.53|data-10y=13.20|data-sl=15.34,16.32|data-1y=15.50|data-3y=12.88|data-5y=16.32|data-10y=12.81|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.11,"29,382.93^|data-order=29,382.93"
Close Ended,Equity,Large Cap,Axis Bluechip Fund|data-plan_id=10780,BSE 100 Total Return Index,Very High,Very High,59.1200|data-nav-reg=59.1200|data-prev-nav-reg=59.5200,67.6800|data-nav-dir=67.6800|data-prev-nav-dir=68.1400,13.03|data-1y=16.42|data-3y=7.93|data-5y=13.03|data-10y=11.69|data-sl=12.57,14.25|data-1y=17.46|data-3y=8.99|data-5y=14.25|data-10y=12.95|data-sl=15.27,17.18|data-1y=15.98|data-3y=14.01|data-5y=17.18|data-10y=13.09|data-sl=12.36,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.28,"33,797.78^|data-order=33,797.78"
Close Ended,Equity,Large Cap,Bandhan Large Cap Fund|data-plan_id=3400,BSE 100 Total Return Index,Very High,Very High,75.3300|data-nav-reg=75.3300|data-prev-nav-reg=75.7320,85.9870|data-nav-dir=85.9870|data-prev-nav-dir=86.4440,17.16|data-1y=21.00|data-3y=13.66|data-5y=17.16|data-10y=11.93|data-sl=11.48,18.56|data-1y=22.42|data-3y=15.04|data-5y=18.56|data-10y=13.31|data-sl=14.27,17.18|data-1y=15.98|data-3y=14.01|data-5y=17.18|data-10y=13.09|data-sl=13.84,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.28,"1,812.58^|data-order=1,812.58"
Close Ended,Equity,Large Cap,Bank of India Bluechip Fund|data-plan_id=41519,NIFTY 100 Total Return Index,Very High,Very High,15.9800|data-nav-reg=15.9800|data-prev-nav-reg=16.0000,16.6800|data-nav-dir=16.6800|data-prev-nav-dir=16.7100,--|data-1y=15.46|data-3y=12.60|data-5y=NA|data-10y=NA|data-sl=14.25,--|data-1y=16.89|data-3y=13.88|data-5y=NA|data-10y=NA|data-sl=15.65,--|data-1y=15.50|data-3y=12.88|data-5y=NA|data-10y=NA|data-sl=14.62,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.62,197.18^|data-order=197.18
Close Ended,Equity,Large Cap,Baroda BNP Paribas Large Cap Fund|data-plan_id=2338,NIFTY 100 Total Return Index,Very High,Very High,220.0033|data-nav-reg=220.0033|data-prev-nav-reg=221.3340,252.1573|data-nav-dir=252.1573|data-prev-nav-dir=253.6742,17.56|data-1y=22.58|data-3y=15.95|data-5y=17.56|data-10y=13.01|data-sl=16.33,18.95|data-1y=24.03|data-3y=17.33|data-5y=18.95|data-10y=14.36|data-sl=16.57,16.32|data-1y=15.50|data-3y=12.88|data-5y=16.32|data-10y=12.81|data-sl=15.62,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.11,"2,435.98^^|data-order=2,435.98"
Close Ended,Equity,Large Cap,Canara Robeco Bluechip Equity Fund|data-plan_id=11333,BSE 100 Total Return Index,Very High,Very High,61.2200|data-nav-reg=61.2200|data-prev-nav-reg=61.6500,70.2800|data-nav-dir=70.2800|data-prev-nav-dir=70.7800,17.52|data-1y=20.20|data-3y=13.17|data-5y=17.52|data-10y=13.47|data-sl=13.42,19.15|data-1y=21.61|data-3y=14.65|data-5y=19.15|data-10y=14.90|data-sl=15.77,17.18|data-1y=15.98|data-3y=14.01|data-5y=17.18|data-10y=13.09|data-sl=12.48,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.21,"15,113.60^|data-order=15,113.60"
Close Ended,Equity,Large Cap,DSP Top 100 Equity Fund|data-plan_id=1540,BSE 100 Total Return Index,Very High,Very High,457.3070|data-nav-reg=457.3070|data-prev-nav-reg=459.3710,497.3810|data-nav-dir=497.3810|data-prev-nav-dir=499.6150,15.02|data-1y=23.23|data-3y=15.80|data-5y=15.02|data-10y=11.20|data-sl=19.13,15.93|data-1y=24.25|data-3y=16.73|data-5y=15.93|data-10y=12.02|data-sl=13.07,17.18|data-1y=15.98|data-3y=14.01|data-5y=17.18|data-10y=13.09|data-sl=17.82,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.28,"4,608.56^|data-order=4,608.56"
Close Ended,Equity,Large Cap,Edelweiss Large Cap Fund✝|data-plan_id=10436,NIFTY 100 Total Return Index,Very High,Very High,81.7800|data-nav-reg=81.7800|data-prev-nav-reg=82.3700,NA|data-nav-dir=NA|data-prev-nav-dir=NA,16.84|data-1y=17.15|data-3y=14.26|data-5y=16.84|data-10y=12.74|data-sl=14.39,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,16.32|data-1y=15.50|data-3y=12.88|data-5y=16.32|data-10y=12.81|data-sl=13.64,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"1,125.61|data-order=1,125.61"
Close Ended,Equity,Large Cap,Edelweiss Large Cap Fund|data-plan_id=10432,NIFTY 100 Total Return Index,Very High,Very High,82.3600|data-nav-reg=82.3600|data-prev-nav-reg=82.9600,93.7800|data-nav-dir=93.7800|data-prev-nav-dir=94.4500,16.82|data-1y=17.16|data-3y=14.23|data-5y=16.82|data-10y=12.72|data-sl=14.44,18.65|data-1y=18.96|data-3y=16.01|data-5y=18.65|data-10y=14.10|data-sl=15.67,16.32|data-1y=15.50|data-3y=12.88|data-5y=16.32|data-10y=12.81|data-sl=13.64,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.11,"1,125.61|data-order=1,125.61"
Close Ended,Equity,Large Cap,Edelweiss Large Cap Fund✝|data-plan_id=10434,NIFTY 100 Total Return Index,Very High,Very High,82.8600|data-nav-reg=82.8600|data-prev-nav-reg=83.4600,NA|data-nav-dir=NA|data-prev-nav-dir=NA,16.84|data-1y=17.15|data-3y=14.26|data-5y=16.84|data-10y=12.73|data-sl=14.48,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,16.32|data-1y=15.50|data-3y=12.88|data-5y=16.32|data-10y=12.81|data-sl=13.64,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"1,125.61|data-order=1,125.61"
Close Ended,Equity,Large Cap,Franklin India Bluechip Fund|data-plan_id=114,NIFTY 100 Total Return Index,Very High,Very High,"999.4523|data-nav-reg=999.4523|data-prev-nav-reg=1,004.6239","1,102.0803|data-nav-dir=1,102.0803|data-prev-nav-dir=1,107.7608",16.05|data-1y=19.44|data-3y=11.62|data-5y=16.05|data-10y=11.28|data-sl=19.24,16.96|data-1y=20.39|data-3y=12.55|data-5y=16.96|data-10y=12.19|data-sl=13.59,16.32|data-1y=15.50|data-3y=12.88|data-5y=16.32|data-10y=12.81|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.11,"7,861.12^|data-order=7,861.12"
Close Ended,Equity,Large Cap,Groww Large Cap Fund|data-plan_id=14013,NIFTY 100 Total Return Index,Very High,Very High,41.6800|data-nav-reg=41.6800|data-prev-nav-reg=42.0200,49.6300|data-nav-dir=49.6300|data-prev-nav-dir=50.0300,12.97|data-1y=15.01|data-3y=12.65|data-5y=12.97|data-10y=11.16|data-sl=11.69,14.55|data-1y=16.72|data-3y=14.17|data-5y=14.55|data-10y=12.88|data-sl=13.54,16.32|data-1y=15.50|data-3y=12.88|data-5y=16.32|data-10y=12.81|data-sl=14.19,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.11,127.20^|data-order=127.20
Close Ended,Equity,Large Cap,HDFC Large Cap Fund|data-plan_id=104,NIFTY 100 Total Return Index,Very High,Very High,"1,108.9380|data-nav-reg=1,108.9380|data-prev-nav-reg=1,115.1520","1,195.4010|data-nav-dir=1,195.4010|data-prev-nav-dir=1,202.0800",17.06|data-1y=13.70|data-3y=17.01|data-5y=17.06|data-10y=12.24|data-sl=18.93,17.75|data-1y=14.37|data-3y=17.70|data-5y=17.75|data-10y=12.96|data-sl=14.75,16.32|data-1y=15.50|data-3y=12.88|data-5y=16.32|data-10y=12.81|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.11,"36,711.18^|data-order=36,711.18"
Close Ended,Equity,Large Cap,HSBC Large Cap Fund|data-plan_id=1481,NIFTY 100 Total Return Index,Very High,Very High,477.9205|data-nav-reg=477.9205|data-prev-nav-reg=481.9791,528.1459|data-nav-dir=528.1459|data-prev-nav-dir=532.6175,16.06|data-1y=20.60|data-3y=13.85|data-5y=16.06|data-10y=11.95|data-sl=18.99,17.15|data-1y=21.71|data-3y=14.89|data-5y=17.15|data-10y=13.12|data-sl=14.13,16.32|data-1y=15.50|data-3y=12.88|data-5y=16.32|data-10y=12.81|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.11,"1,948.11^|data-order=1,948.11"
Close Ended,Equity,Large Cap,ICICI Prudential Bluechip Fund|data-plan_id=7517,NIFTY 100 Total Return Index,Very High,Very High,105.2500|data-nav-reg=105.2500|data-prev-nav-reg=105.8600,115.2400|data-nav-dir=115.2400|data-prev-nav-dir=115.9100,18.69|data-1y=19.51|data-3y=16.76|data-5y=18.69|data-10y=13.77|data-sl=15.21,19.41|data-1y=20.20|data-3y=17.46|data-5y=19.41|data-10y=14.63|data-sl=16.37,16.32|data-1y=15.50|data-3y=12.88|data-5y=16.32|data-10y=12.81|data-sl=11.84,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.11,"64,624.98^|data-order=64,624.98"
Close Ended,Equity,Large Cap,Invesco India Largecap Fund|data-plan_id=10565,NIFTY 100 Total Return Index,Very High,Very High,68.3700|data-nav-reg=68.3700|data-prev-nav-reg=68.6300,81.4400|data-nav-dir=81.4400|data-prev-nav-dir=81.7500,17.83|data-1y=23.12|data-3y=14.24|data-5y=17.83|data-10y=13.11|data-sl=13.31,19.48|data-1y=24.81|data-3y=15.89|data-5y=19.48|data-10y=14.87|data-sl=16.42,16.32|data-1y=15.50|data-3y=12.88|data-5y=16.32|data-10y=12.81|data-sl=13.30,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.11,"1,355.36^|data-order=1,355.36"
